Postal Code;Special code;Submunicipality code;R?gion code;Province code;Arrondissement code;Municipality code;ISO 3166-3 Area code;Official language or language combination;Sub-municipality name (French);Sub-municipality name (Dutch);Sub-municipality name (German);R?gion name (German);R?gion name (Dutch);R?gion name (French);Province name (German);Province name (Dutch);Province name (French);Arrondissement name (German);Arrondissement name (Dutch);Arrondissement name (French);Municipality name (German);Municipality name (Dutch);Municipality name (French);sub_municipaliti_name_maj
5520;0;91103C;3000;90000;91000;91103;BEL;FR;Anth?e;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Onhaye;ANTHEE
5520;0;91103A;3000;90000;91000;91103;BEL;FR;Onhaye;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Onhaye;ONHAYE
5521;0;91103D;3000;90000;91000;91103;BEL;FR;Serville;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Onhaye;SERVILLE
5522;0;91103E;3000;90000;91000;91103;BEL;FR;Fala?n;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Onhaye;FALAEN
5523;0;91103F;3000;90000;91000;91103;BEL;FR;Sommi?re;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Onhaye;SOMMIERE
5524;0;91103B;3000;90000;91000;91103;BEL;FR;Gerin;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Onhaye;GERIN
5530;0;91141C;3000;90000;91000;91141;BEL;FR;Durnal;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Yvoir;DURNAL
5537;0;91005D;3000;90000;91000;91005;BEL;FR;Bioul;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Anh?e;BIOUL
5540;0;91142B;3000;90000;91000;91142;BEL;FR;Hasti?re-par-del?;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Hasti?re;HASTIERE-PAR-DELA
5541;0;91142B;3000;90000;91000;91142;BEL;FR;Hasti?re-par-del?;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Hasti?re;HASTIERE-PAR-DELA
5542;0;91142D;3000;90000;91000;91142;BEL;FR;Blaimont;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Hasti?re;BLAIMONT
5543;0;91142E;3000;90000;91000;91142;BEL;FR;Heer;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Hasti?re;HEER
5544;0;91142F;3000;90000;91000;91142;BEL;FR;Agimont;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Hasti?re;AGIMONT
5550;0;91143C-I;3000;90000;91000;91143;BEL;FR;Sugny;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Vresse-sur-Semois;SUGNY
5555;0;91015E-I;3000;90000;91000;91015;BEL;FR;Monceau-en-Ardenne;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Bi?vre;MONCEAU-EN-ARDENNE
5560;0;91072C;3000;90000;91000;91072;BEL;FR;Mesnil-?glise;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Houyet;MESNIL-EGLISE
5560;0;91072J;3000;90000;91000;91072;BEL;FR;Ciergnon;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Houyet;CIERGNON
5561;0;91072G;3000;90000;91000;91072;BEL;FR;Celles;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Houyet;CELLES
5562;0;91072H;3000;90000;91000;91072;BEL;FR;Custinne;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Houyet;CUSTINNE
5563;0;91072B;3000;90000;91000;91072;BEL;FR;Hour;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Houyet;HOUR
5564;0;91072K;3000;90000;91000;91072;BEL;FR;Wanlin;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Houyet;WANLIN
5570;0;91013B;3000;90000;91000;91013;BEL;FR;Javingue;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Beauraing;JAVINGUE
5570;0;91013L;3000;90000;91000;91013;BEL;FR;Honnay;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Beauraing;HONNAY
5571;0;91013H;3000;90000;91000;91013;BEL;FR;Wiesme;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Beauraing;WIESME
5572;0;91013K;3000;90000;91000;91013;BEL;FR;Focant;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Beauraing;FOCANT
5573;0;91013J;3000;90000;91000;91013;BEL;FR;Martouzin-Neuville;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Beauraing;MARTOUZIN-NEUVILLE
5574;0;91013R;3000;90000;91000;91013;BEL;FR;Pondr?me;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Beauraing;PONDROME
5575;0;91054E;3000;90000;91000;91054;BEL;FR;Rienne;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Gedinne;RIENNE
5576;0;91013M;3000;90000;91000;91013;BEL;FR;Froidfontaine;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Beauraing;FROIDFONTAINE
5580;0;91114E;3000;90000;91000;91114;BEL;FR;?prave;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Rochefort;EPRAVE
5589;1;91114B;3000;90000;91000;91114;BEL;FR;Jemelle;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Rochefort;JEMELLE
5590;0;91030D;3000;90000;91000;91030;BEL;FR;Leignon;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Dinant;;;Ciney;LEIGNON
5600;0;93056N;3000;90000;93000;93056;BEL;FR;Sautour;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Philippeville;;;Philippeville;SAUTOUR
5620;0;93022E;3000;90000;93000;93022;BEL;FR;Ros?e;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Philippeville;;;Florennes;ROSEE
5621;0;93022K;3000;90000;93000;93022;BEL;FR;Hanzinelle;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Philippeville;;;Florennes;HANZINELLE
5630;0;93010B;3000;90000;93000;93010;BEL;FR;Soumoy;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Philippeville;;;Cerfontaine;SOUMOY
5640;0;92087A;3000;90000;92000;92087;BEL;FR;Mettet;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Namur;;;Mettet;METTET
5641;0;92087D;3000;90000;92000;92087;BEL;FR;Furnaux;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Namur;;;Mettet;FURNAUX
5644;0;92087E;3000;90000;92000;92087;BEL;FR;Ermeton-sur-Biert;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Namur;;;Mettet;ERMETON-SUR-BIERT
5646;0;92087G;3000;90000;92000;92087;BEL;FR;Stave;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Namur;;;Mettet;STAVE
5650;0;93088A;3000;90000;93000;93088;BEL;FR;Walcourt;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Philippeville;;;Walcourt;WALCOURT
5651;0;93088J;3000;90000;93000;93088;BEL;FR;Gourdinne;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Philippeville;;;Walcourt;GOURDINNE
5660;0;93014A;3000;90000;93000;93014;BEL;FR;Couvin;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Philippeville;;;Couvin;COUVIN
5670;0;93090A;3000;90000;93000;93090;BEL;FR;Olloy-sur-Viroin;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Philippeville;;;Viroinval;OLLOY-SUR-VIROIN
5680;0;93018F;3000;90000;93000;93018;BEL;FR;Romer?e;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Namur;;;Philippeville;;;Doische;ROMEREE
6000;0;52011A;3000;50000;52000;52011;BEL;FR;Charleroi;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Charleroi;CHARLEROI
6001;0;52011G;3000;50000;52000;52011;BEL;FR;Marcinelle;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Charleroi;MARCINELLE
6010;0;52011F;3000;50000;52000;52011;BEL;FR;Couillet;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Charleroi;COUILLET
6020;0;52011B;3000;50000;52000;52011;BEL;FR;Dampremy;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Charleroi;DAMPREMY
6030;0;52011J;3000;50000;52000;52011;BEL;FR;Marchienne-au-Pont;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Charleroi;MARCHIENNE-AU-PONT
6030;0;52011L;3000;50000;52000;52011;BEL;FR;Goutroux;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Charleroi;GOUTROUX
6031;0;52011K;3000;50000;52000;52011;BEL;FR;Monceau-sur-Sambre;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Charleroi;MONCEAU-SUR-SAMBRE
6032;0;52011H;3000;50000;52000;52011;BEL;FR;Mont-sur-Marchienne;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Charleroi;MONT-SUR-MARCHIENNE
6040;0;52011N;3000;50000;52000;52011;BEL;FR;Jumet;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Charleroi;JUMET
6041;0;52011P;3000;50000;52000;52011;BEL;FR;Gosselies;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Charleroi;GOSSELIES
6042;0;52011C;3000;50000;52000;52011;BEL;FR;Lodelinsart;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Charleroi;LODELINSART
6043;0;52011R;3000;50000;52000;52011;BEL;FR;Ransart;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Charleroi;RANSART
6044;0;52011M;3000;50000;52000;52011;BEL;FR;Roux;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Charleroi;ROUX
6060;0;52011D;3000;50000;52000;52011;BEL;FR;Gilly;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Charleroi;GILLY
6061;0;52011E;3000;50000;52000;52011;BEL;FR;Montignies-sur-Sambre;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Charleroi;MONTIGNIES-SUR-SAMBRE
6075;0;52021A;3000;50000;52000;52021;BEL;FR;Fleurus;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Fleurus;FLEURUS
6099;0;52021A;3000;50000;52000;52021;BEL;FR;Fleurus;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Fleurus;FLEURUS
6110;0;52048A;3000;50000;52000;52048;BEL;FR;Montignies-le-Tilleul;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Montigny-le-Tilleul;MONTIGNIES-LE-TILLEUL
6111;0;52048B;3000;50000;52000;52048;BEL;FR;Landelies;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Montigny-le-Tilleul;LANDELIES
6120;0;56086A;3000;50000;56000;56086;BEL;FR;Ham-sur-Heure;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Ham-sur-Heure-Nalinnes;HAM-SUR-HEURE
6140;0;52022A;3000;50000;52000;52022;BEL;FR;Fontaine-l'?v?que;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Fontaine-l'?v?que;FONTAINE-L'EVEQUE
6141;0;52022B;3000;50000;52000;52022;BEL;FR;Forchies-la-Marche;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Fontaine-l'?v?que;FORCHIES-LA-MARCHE
6142;0;52022C;3000;50000;52000;52022;BEL;FR;Leernes;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Fontaine-l'?v?que;LEERNES
6150;0;56001A;3000;50000;56000;56001;BEL;FR;Anderlues;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Anderlues;ANDERLUES
6180;0;52015A;3000;50000;52000;52015;BEL;FR;Courcelles;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Courcelles;COURCELLES
6181;0;52015D;3000;50000;52000;52015;BEL;FR;Gouy-lez-Pi?ton;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Courcelles;GOUY-LEZ-PIETON
6182;0;52015B;3000;50000;52000;52015;BEL;FR;Souvret;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Courcelles;SOUVRET
6183;0;52015C;3000;50000;52000;52015;BEL;FR;Trazegnies;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Courcelles;TRAZEGNIES
6200;0;52012C;3000;50000;52000;52012;BEL;FR;Bouffioulx;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Ch?telet;BOUFFIOULX
6210;0;52075D;3000;50000;52000;52075;BEL;FR;Frasnes-lez-Gosselies;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Les Bons Villers;FRASNES-LEZ-GOSSELIES
6210;0;52075B;3000;50000;52000;52075;BEL;FR;Wayaux;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Les Bons Villers;WAYAUX
6211;0;52075A;3000;50000;52000;52075;BEL;FR;Mellet;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Les Bons Villers;MELLET
6220;0;52021A;3000;50000;52000;52021;BEL;FR;Fleurus;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Fleurus;FLEURUS
6221;0;52021F;3000;50000;52000;52021;BEL;FR;Saint-Amand;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Fleurus;SAINT-AMAND
6222;0;52021H;3000;50000;52000;52021;BEL;FR;Brye;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Fleurus;BRYE
6223;0;52021G;3000;50000;52000;52021;BEL;FR;Wagnel?e;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Fleurus;WAGNELEE
6224;0;52021B;3000;50000;52000;52021;BEL;FR;Wanferc?e-Baulet;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Fleurus;WANFERCEE-BAULET
6230;0;52055D-I;3000;50000;52000;52055;BEL;FR;Luttre;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Pont-?-Celles;LUTTRE
6238;0;52055D-II;3000;50000;52000;52055;BEL;FR;Liberchies;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Pont-?-Celles;LIBERCHIES
6240;0;52018A;3000;50000;52000;52018;BEL;FR;Farciennes;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Farciennes;FARCIENNES
6250;0;52074A;3000;50000;52000;52074;BEL;FR;Aiseau;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Aiseau-Presles;AISEAU
6280;0;52025D;3000;50000;52000;52025;BEL;FR;Acoz;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Charleroi;;;Gerpinnes;ACOZ
6440;0;56029A-I;3000;50000;56000;56029;BEL;FR;Froid-Chapelle;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Froidchapelle;FROID-CHAPELLE
6441;0;56029C;3000;50000;56000;56029;BEL;FR;Erpion;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Froidchapelle;ERPION
6460;0;56016P;3000;50000;56000;56016;BEL;FR;Robechies;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Chimay;ROBECHIES
6461;0;56016B;3000;50000;56000;56016;BEL;FR;Virelles;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Chimay;VIRELLES
6462;0;56016C;3000;50000;56000;56016;BEL;FR;Vaulx;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Chimay;VAULX
6463;0;56016D;3000;50000;56000;56016;BEL;FR;Lompret;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Chimay;LOMPRET
6464;0;56016H;3000;50000;56000;56016;BEL;FR;Bourlers;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Chimay;BOURLERS
6470;0;56088C;3000;50000;56000;56088;BEL;FR;Sautin;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Sivry-Rance;SAUTIN
6500;0;56005D;3000;50000;56000;56005;BEL;FR;Solre-Saint-G?ry;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Beaumont;SOLRE-SAINT-GERY
6511;0;56005H;3000;50000;56000;56005;BEL;FR;Str?e;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Beaumont;STREE
6530;0;56078A;3000;50000;56000;56078;BEL;FR;Thuin;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Thuin;THUIN
6530;0;56078G;3000;50000;56000;56078;BEL;FR;Leers-et-Fosteau;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Thuin;LEERS-ET-FOSTEAU
6531;0;56078C;3000;50000;56000;56078;BEL;FR;Biesme-sous-Thuin;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Thuin;BIESME-SOUS-THUIN
6532;0;56078F;3000;50000;56000;56078;BEL;FR;Ragnies;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Thuin;RAGNIES
6533;0;56078H;3000;50000;56000;56078;BEL;FR;Bierc?e;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Thuin;BIERCEE
6534;0;56078B;3000;50000;56000;56078;BEL;FR;Goz?e;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Thuin;GOZEE
6536;0;56078D;3000;50000;56000;56078;BEL;FR;Thuillies;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Thuin;THUILLIES
6540;0;56044A;3000;50000;56000;56044;BEL;FR;Lobbes;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Lobbes;LOBBES
6542;0;56044B;3000;50000;56000;56044;BEL;FR;Sars-la-Buissi?re;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Lobbes;SARS-LA-BUISSIERE
6543;0;56044C;3000;50000;56000;56044;BEL;FR;Bienne-lez-Happart;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Lobbes;BIENNE-LEZ-HAPPART
6560;0;56022B;3000;50000;56000;56022;BEL;FR;Solre-sur-Sambre;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Erquelinnes;SOLRE-SUR-SAMBRE
6567;0;56049C;3000;50000;56000;56049;BEL;FR;Labuissi?re;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Merbes-le-Ch?teau;LABUISSIERE
6590;0;56051A;3000;50000;56000;56051;BEL;FR;Momignies;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Momignies;MOMIGNIES
6591;0;56051B;3000;50000;56000;56051;BEL;FR;Macon;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Momignies;MACON
6592;0;56051C;3000;50000;56000;56051;BEL;FR;Monceau-Imbrechies;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Momignies;MONCEAU-IMBRECHIES
6593;0;56051F;3000;50000;56000;56051;BEL;FR;Macquenoise;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Momignies;MACQUENOISE
6594;0;56051G;3000;50000;56000;56051;BEL;FR;Beauwelz;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Momignies;BEAUWELZ
6596;0;56051E;3000;50000;56000;56051;BEL;FR;Forge-Philippe;;;Wallonische Region;Waals Gewest;R?gion wallonne;;Henegouwen;Hainaut (le);;;Thuin;;;Momignies;FORGE-PHILIPPE
6600;0;82003B;3000;80000;82000;82003;BEL;FR;Wardin;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Luxembourg;;;Bastogne;;;Bastogne;WARDIN
6630;0;81013A;3000;80000;81000;81013;BEL;FR;Martelange;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Luxembourg;;;Arlon;;;Martelange;MARTELANGE
6637;0;82009C;3000;80000;82000;82009;BEL;FR;Hollange;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Luxembourg;;;Bastogne;;;Fauvillers;HOLLANGE
6640;0;82036B;3000;80000;82000;82036;BEL;FR;Nives;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Luxembourg;;;Bastogne;;;Vaux-sur-S?re;NIVES
6660;0;82014A;3000;80000;82000;82014;BEL;FR;Houffalize;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Luxembourg;;;Bastogne;;;Houffalize;HOUFFALIZE
6660;0;82014C;3000;80000;82000;82014;BEL;FR;Nadrin;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Luxembourg;;;Bastogne;;;Houffalize;NADRIN
6661;0;82014F;3000;80000;82000;82014;BEL;FR;Mont;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Luxembourg;;;Bastogne;;;Houffalize;MONT
6662;0;82014G;3000;80000;82000;82014;BEL;FR;Tavigny;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Luxembourg;;;Bastogne;;;Houffalize;TAVIGNY
6663;0;82014B;3000;80000;82000;82014;BEL;FR;Mabompr?;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Luxembourg;;;Bastogne;;;Houffalize;MABOMPRE
6666;0;82014D;3000;80000;82000;82014;BEL;FR;Wibrin;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Luxembourg;;;Bastogne;;;Houffalize;WIBRIN
6670;0;82037C;3000;80000;82000;82037;BEL;FR;Limerl?;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Luxembourg;;;Bastogne;;;Gouvy;LIMERLE
6671;0;82037A;3000;80000;82000;82037;BEL;FR;Bovigny;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Luxembourg;;;Bastogne;;;Gouvy;BOVIGNY
6672;0;82037B;3000;80000;82000;82037;BEL;FR;Beho;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Luxembourg;;;Bastogne;;;Gouvy;BEHO
6673;0;82037D;3000;80000;82000;82037;BEL;FR;Cherain;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Luxembourg;;;Bastogne;;;Gouvy;CHERAIN
6674;0;82037E;3000;80000;82000;82037;BEL;FR;Montleban;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Luxembourg;;;Bastogne;;;Gouvy;MONTLEBAN
6680;0;82038A;3000;80000;82000;82038;BEL;FR;Tillet;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Luxembourg;;;Bastogne;;;Sainte-Ode;TILLET
6681;0;82038C;3000;80000;82000;82038;BEL;FR;Lavacherie;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Luxembourg;;;Bastogne;;;Sainte-Ode;LAVACHERIE
6686;0;82005C;3000;80000;82000;82005;BEL;FR;Flamierge;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Luxembourg;;;Bastogne;;;Bertogne;FLAMIERGE
6687;0;82005A;3000;80000;82000;82005;BEL;FR;Bertogne;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Luxembourg;;;Bastogne;;;Bertogne;BERTOGNE
6688;0;82005B;3000;80000;82000;82005;BEL;FR;Longchamps;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Luxembourg;;;Bastogne;;;Bertogne;LONGCHAMPS
6690;0;82032B;3000;80000;82000;82032;BEL;FR;Petit-Thier;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Luxembourg;;;Bastogne;;;Vielsalm;PETIT-THIER
6690;0;82032C;3000;80000;82000;82032;BEL;FR;Bihain;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Luxembourg;;;Bastogne;;;Vielsalm;BIHAIN
6692;0;82032B;3000;80000;82000;82032;BEL;FR;Petit-Thier;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Luxembourg;;;Bastogne;;;Vielsalm;PETIT-THIER
6698;0;82032D;3000;80000;82000;82032;BEL;FR;Grand-Halleux;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Luxembourg;;;Bastogne;;;Vielsalm;GRAND-HALLEUX
6700;0;81001C;3000;80000;81000;81001;BEL;FR;Heinsch;;;Wallonische Region;Waals Gewest;R?gion wallonne;;;Luxembourg;;;Arlon;;;Arlon;HEINSCH
