Postal Code;Special code;Submunicipality code;R?gion code;Province code;Arrondissement code;Municipality code;ISO 3166-3 Area code;Official language or language combination;Sub-municipality name (French);Sub-municipality name (Dutch);Sub-municipality name (German);R?gion name (German);R?gion name (Dutch);R?gion name (French);Province name (German);Province name (Dutch);Province name (French);Arrondissement name (German);Arrondissement name (Dutch);Arrondissement name (French);Municipality name (German);Municipality name (Dutch);Municipality name (French);sub_municipaliti_name_maj
3293;0;24020C;2000;20001;24000;24020;BEL;NL;;Kaggevinne;;;Vlaams Gewest;R?gion flamande;;Vlaams-Brabant;Brabant flamand (le);;Leuven;;;Diest
3294;0;24020D;2000;20001;24000;24020;BEL;NL;;Molenstede;;;Vlaams Gewest;R?gion flamande;;Vlaams-Brabant;Brabant flamand (le);;Leuven;;;Diest
3300;0;24107A;2000;20001;24000;24107;BEL;NL;;Tienen;;;Vlaams Gewest;R?gion flamande;;Vlaams-Brabant;Brabant flamand (le);;Leuven;;;Tienen
3320;0;24041A;2000;20001;24000;24041;BEL;NL;;Hoegaarden;;;Vlaams Gewest;R?gion flamande;;Vlaams-Brabant;Brabant flamand (le);;Leuven;;;Hoegaarden
3321;0;24041C;2000;20001;24000;24041;BEL;NL;;Outgaarden;;;Vlaams Gewest;R?gion flamande;;Vlaams-Brabant;Brabant flamand (le);;Leuven;;;Hoegaarden
3350;0;24133G;2000;20001;24000;24133;BEL;NL;;Wommersom;;;Vlaams Gewest;R?gion flamande;;Vlaams-Brabant;Brabant flamand (le);;Leuven;;;Linter
3360;0;24011A;2000;20001;24000;24011;BEL;NL;;Bierbeek;;;Vlaams Gewest;R?gion flamande;;Vlaams-Brabant;Brabant flamand (le);;Leuven;;;Bierbeek
3370;0;24016A-II;2000;20001;24000;24016;BEL;NL;;Vertrijk;;;Vlaams Gewest;R?gion flamande;;Vlaams-Brabant;Brabant flamand (le);;Leuven;;;Boutersem
3380;0;24137A;2000;20001;24000;24137;BEL;NL;;Glabbeek-Zuurbemde;;;Vlaams Gewest;R?gion flamande;;Vlaams-Brabant;Brabant flamand (le);;Leuven;;;Glabbeek
3381;0;24137D;2000;20001;24000;24137;BEL;NL;;Kapellen;;;Vlaams Gewest;R?gion flamande;;Vlaams-Brabant;Brabant flamand (le);;Leuven;;;Glabbeek
3384;0;24137B;2000;20001;24000;24137;BEL;NL;;Attenrode;;;Vlaams Gewest;R?gion flamande;;Vlaams-Brabant;Brabant flamand (le);;Leuven;;;Glabbeek
3390;0;24135A;2000;20001;24000;24135;BEL;NL;;Tielt;;;Vlaams Gewest;R?gion flamande;;Vlaams-Brabant;Brabant flamand (le);;Leuven;;;Tielt-Winge
3391;0;24135B;2000;20001;24000;24135;BEL;NL;;Meensel-Kiezegem;;;Vlaams Gewest;R?gion flamande;;Vlaams-Brabant;Brabant flamand (le);;Leuven;;;Tielt-Winge
3400;0;24059D;2000;20001;24000;24059;BEL;NL;;Neerwinden;;;Vlaams Gewest;R?gion flamande;;Vlaams-Brabant;Brabant flamand (le);;Leuven;;;Landen
3401;0;24059C-I;2000;20001;24000;24059;BEL;NL;;Walshoutem;;;Vlaams Gewest;R?gion flamande;;Vlaams-Brabant;Brabant flamand (le);;Leuven;;;Landen
3404;0;24059K;2000;20001;24000;24059;BEL;NL;;Attenhoven;;;Vlaams Gewest;R?gion flamande;;Vlaams-Brabant;Brabant flamand (le);;Leuven;;;Landen
3440;0;24130A;2000;20001;24000;24130;BEL;NL;;Zoutleeuw;;;Vlaams Gewest;R?gion flamande;;Vlaams-Brabant;Brabant flamand (le);;Leuven;;;Zoutleeuw
3450;0;24028A;2000;20001;24000;24028;BEL;NL;;Geetbets;;;Vlaams Gewest;R?gion flamande;;Vlaams-Brabant;Brabant flamand (le);;Leuven;;;Geetbets
3454;0;24028B;2000;20001;24000;24028;BEL;NL;;Rummen;;;Vlaams Gewest;R?gion flamande;;Vlaams-Brabant;Brabant flamand (le);;Leuven;;;Geetbets
3460;0;24008A;2000;20001;24000;24008;BEL;NL;;Bekkevoort;;;Vlaams Gewest;R?gion flamande;;Vlaams-Brabant;Brabant flamand (le);;Leuven;;;Bekkevoort
3461;0;24008C;2000;20001;24000;24008;BEL;NL;;Molenbeek-Wersbeek;;;Vlaams Gewest;R?gion flamande;;Vlaams-Brabant;Brabant flamand (le);;Leuven;;;Bekkevoort
3470;0;24054A;2000;20001;24000;24054;BEL;NL;;Kortenaken;;;Vlaams Gewest;R?gion flamande;;Vlaams-Brabant;Brabant flamand (le);;Leuven;;;Kortenaken
3471;0;24054C;2000;20001;24000;24054;BEL;NL;;Hoeleden;;;Vlaams Gewest;R?gion flamande;;Vlaams-Brabant;Brabant flamand (le);;Leuven;;;Kortenaken
3472;0;24054D;2000;20001;24000;24054;BEL;NL;;Kersbeek-Miskom;;;Vlaams Gewest;R?gion flamande;;Vlaams-Brabant;Brabant flamand (le);;Leuven;;;Kortenaken
3473;0;24054E;2000;20001;24000;24054;BEL;NL;;Waanrode;;;Vlaams Gewest;R?gion flamande;;Vlaams-Brabant;Brabant flamand (le);;Leuven;;;Kortenaken
3500;0;71022A;2000;70000;71000;71022;BEL;NL;;Hasselt;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;Hasselt
3501;0;71022B;2000;70000;71000;71022;BEL;NL;;Wimmertingen;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;Hasselt
3510;0;71022F;2000;70000;71000;71022;BEL;NL;;Kermt;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;Hasselt
3511;0;71022D;2000;70000;71000;71022;BEL;NL;;Kuringen;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;Hasselt
3512;0;71022H;2000;70000;71000;71022;BEL;NL;;Stevoort;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;Hasselt
3520;0;71066-Z;2000;70000;71000;71066;BEL;NL;;Zonhoven;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;Zonhoven
3530;0;72039A;2000;70000;72000;72039;BEL;NL;;Houthalen;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Maaseik;;;Houthalen-Helchteren
3540;0;71024A;2000;70000;71000;71024;BEL;NL;;Herk-de-Stad;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;Herk-de-Stad
3545;0;71020A-I;2000;70000;71000;71020;BEL;NL;;Halen;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;Halen
3550;0;71070B;2000;70000;71000;71070;BEL;NL;;Zolder;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;Heusden-Zolder
3560;0;71037A;2000;70000;71000;71037;BEL;NL;;Lummen;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;Lummen
3570;0;73001A;2000;70000;73000;73001;BEL;NL;;Alken;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Alken
3580;0;71004A;2000;70000;71000;71004;BEL;NL;;Beringen;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;Beringen
3581;0;71004D;2000;70000;71000;71004;BEL;NL;;Beverlo;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;Beringen
3582;0;71004C;2000;70000;71000;71004;BEL;NL;;Koersel;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;Beringen
3583;0;71004B;2000;70000;71000;71004;BEL;NL;;Paal;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;Beringen
3590;0;71011A;2000;70000;71000;71011;BEL;NL;;Diepenbeek;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;Diepenbeek
3600;0;71016-Z;2000;70000;71000;71016;BEL;NL;;Genk;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;Genk
3620;0;73042A;2000;70000;73000;73042;BEL;NL;;Lanaken;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Lanaken
3621;0;73042B;2000;70000;73000;73042;BEL;NL;;Rekem;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Lanaken
3630;0;73107A;2000;70000;73000;73107;BEL;NL;;Mechelen-aan-de-Maas;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Maasmechelen;
3631;0;73107H;2000;70000;73000;73107;BEL;NL;;Uikhoven;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Maasmechelen;
3640;0;72018B;2000;70000;72000;72018;BEL;NL;;Molenbeersel;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Maaseik;;;Kinrooi;
3650;0;72041A;2000;70000;72000;72041;BEL;NL;;Dilsen;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Maaseik;;;Dilsen-Stokkem;
3660;0;71047A;2000;70000;72000;72042;BEL;NL;;Opglabbeek;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Maaseik;;;Oudsbergen;
3665;0;71002A;2000;70000;71000;71002;BEL;NL;;As;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;As;
3668;0;71002B;2000;70000;71000;71002;BEL;NL;;Niel-bij-As;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;As;
3670;0;72040D;2000;70000;72000;72042;BEL;NL;;Gruitrode;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Maaseik;;;Oudsbergen;
3680;0;72021B;2000;70000;72000;72021;BEL;NL;;Neeroeteren;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Maaseik;;;Maaseik;
3690;0;71067A;2000;70000;71000;71067;BEL;NL;;Zutendaal;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;Zutendaal;
3700;0;73083A;2000;70000;73000;73083;BEL;NL;;Tongeren;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Tongeren;
3717;0;73028A;2000;70000;73000;73028;BEL;NL-fr;;Herstappe;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Herstappe;Herstappe
3720;0;73040A;2000;70000;73000;73040;BEL;NL;;Kortessem;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Kortessem;
3721;0;73040C;2000;70000;73000;73040;BEL;NL;;Vliermaalroot;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Kortessem;
3722;0;73040B;2000;70000;73000;73040;BEL;NL;;Wintershoven;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Kortessem;
3723;0;73040E;2000;70000;73000;73040;BEL;NL;;Guigoven;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Kortessem;
3724;0;73040D;2000;70000;73000;73040;BEL;NL;;Vliermaal;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Kortessem;
3730;0;73032A;2000;70000;73000;73032;BEL;NL;;Hoeselt;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Hoeselt;
3732;0;73032E;2000;70000;73000;73032;BEL;NL;;Schalkhoven;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Hoeselt;
3740;0;73006A;2000;70000;73000;73006;BEL;NL;;Bilzen;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Bilzen;
3742;0;73006N;2000;70000;73000;73006;BEL;NL;;Martenslinde;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Bilzen;
3746;0;73006D;2000;70000;73000;73006;BEL;NL;;Waltwilder;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Bilzen;
3770;0;73066A;2000;70000;73000;73066;BEL;NL;;Riemst;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Riemst;
3790;0;73109B;2000;70000;73000;73109;BEL;NL-fr;;Sint-Martens-Voeren;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Voeren;Fourons
3790;0;73109F;2000;70000;73000;73109;BEL;NL-fr;;Moelingen;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Voeren;Fourons
3791;0;73109D;2000;70000;73000;73109;BEL;NL-fr;;Remersdaal;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Voeren;Fourons
3792;0;73109E;2000;70000;73000;73109;BEL;NL-fr;;Sint-Pieters-Voeren;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Voeren;Fourons
3793;0;73109C;2000;70000;73000;73109;BEL;NL-fr;;Teuven;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Voeren;Fourons
3798;0;73109A;2000;70000;73000;73109;BEL;NL-fr;;'s-Gravenvoeren;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Voeren;Fourons
3800;0;71053J;2000;70000;71000;71053;BEL;NL;;Brustem;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;Sint-Truiden;
3803;0;71053D;2000;70000;71000;71053;BEL;NL;;Duras;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;Sint-Truiden;
3806;0;71053R;2000;70000;71000;71053;BEL;NL;;Velm;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;Sint-Truiden;
3830;0;73098A;2000;70000;73000;73098;BEL;NL;;Wellen;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Wellen
3831;0;73098B;2000;70000;73000;73098;BEL;NL;;Herten;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Wellen
3832;0;73098D;2000;70000;73000;73098;BEL;NL;;Ulbeek;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Wellen
3840;0;73009A;2000;70000;73000;73009;BEL;NL;;Borgloon;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Borgloon
3850;0;71045A;2000;70000;71000;71045;BEL;NL;;Nieuwerkerken;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;Nieuwerkerken
3870;0;73022A;2000;70000;73000;73022;BEL;NL;;Heers;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Tongeren;Tongres;;Heers
3890;0;71017E;2000;70000;71000;71017;BEL;NL;;Borlo;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;Gingelom
3891;0;71017D;2000;70000;71000;71017;BEL;NL;;Buvingen;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;Gingelom
3900;0;72029A;2000;70000;72000;72043;BEL;NL;;Overpelt;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Maaseik;;;Pelt
3910;0;72025A;2000;70000;72000;72043;BEL;NL;;Neerpelt;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Maaseik;;;Pelt
3920;0;72020A;2000;70000;72000;72020;BEL;NL;;Lommel;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Maaseik;;;Lommel
3930;0;72037B;2000;70000;72000;72037;BEL;NL;;Achel;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Maaseik;;;Hamont-Achel
3940;0;72038A;2000;70000;72000;72038;BEL;NL;;Hechtel;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Maaseik;;;Hechtel-Eksel
3941;0;72038B;2000;70000;72000;72038;BEL;NL;;Eksel;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Maaseik;;;Hechtel-Eksel
3945;0;71069B;2000;70000;71000;71069;BEL;NL;;Kwaadmechelen;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;Ham
3950;0;72003A;2000;70000;72000;72003;BEL;NL;;Bocholt;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Maaseik;;;Bocholt
3960;0;72004A-I;2000;70000;72000;72004;BEL;NL;;Bree;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Maaseik;;;Bree;;
3970;0;71034A;2000;70000;71000;71034;BEL;NL;;Leopoldsburg;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;Leopoldsburg;;
3971;0;71034B;2000;70000;71000;71034;BEL;NL;;Heppen;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;Leopoldsburg;;
3980;0;71057A;2000;70000;71000;71057;BEL;NL;;Tessenderlo;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Hasselt;;;Tessenderlo;;
3990;0;72030A;2000;70000;72000;72030;BEL;NL;;Peer;;;Vlaams Gewest;R?gion flamande;;Limburg;Limbourg (le);;Maaseik;;;Peer;;
4000;0;62063H;3000;60000;62000;62063;BEL;FR;Angleur;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Li?ge;;;Li?ge;ANGLEUR
4000;0;62063-Z;3000;60000;62000;62063;BEL;FR;Li?ge;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Li?ge;;;Li?ge;LIEGE
4020;0;62063D;3000;60000;62000;62063;BEL;FR;Jupille-sur-Meuse;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Li?ge;;;Li?ge;JUPILLE-SUR-MEUSE
4030;0;62063F;3000;60000;62000;62063;BEL;FR;Grivegn?e;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Li?ge;;;Li?ge;GRIVEGNEE
4031;0;62063H;3000;60000;62000;62063;BEL;FR;Angleur;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Li?ge;;;Li?ge;ANGLEUR
4032;0;62063G;3000;60000;62000;62063;BEL;FR;Ch?n?e;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Li?ge;;;Li?ge;CHENEE
4040;0;62051A;3000;60000;62000;62051;BEL;FR;Herstal;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Li?ge;;;Herstal;HERSTAL
4041;0;62051D;3000;60000;62000;62051;BEL;FR;Milmort;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Li?ge;;;Herstal;MILMORT
4042;0;62051C;3000;60000;62000;62051;BEL;FR;Liers;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Li?ge;;;Herstal;LIERS
4050;0;62022A;3000;60000;62000;62022;BEL;FR;Chaudfontaine;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Li?ge;;;Chaudfontaine;CHAUDFONTAINE
4051;0;62022D;3000;60000;62000;62022;BEL;FR;Vaux-sous-Ch?vremont;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Li?ge;;;Chaudfontaine;VAUX-SOUS-CHEVREMONT
4052;0;62022B;3000;60000;62000;62022;BEL;FR;Beaufays;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Li?ge;;;Chaudfontaine;BEAUFAYS
4053;0;62022C;3000;60000;62000;62022;BEL;FR;Embourg;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Li?ge;;;Chaudfontaine;EMBOURG
4099;0;62006A;3000;60000;62000;62006;BEL;FR;Awans;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Li?ge;;;Awans;AWANS
4100;0;62096A;3000;60000;62000;62096;BEL;FR;Seraing;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Li?ge;;;Seraing;SERAING
4101;0;62096B;3000;60000;62000;62096;BEL;FR;Jemeppe;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Li?ge;;;Seraing;JEMEPPE
4102;0;62096C;3000;60000;62000;62096;BEL;FR;Ougr?e;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Li?ge;;;Seraing;OUGREE
4120;0;62121C;3000;60000;62000;62121;BEL;FR;Rotheux-Rimi?re;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Li?ge;;;Neupr?;ROTHEUX-RIMIERE
4121;0;62121A;3000;60000;62000;62121;BEL;FR;Neuville-en-Condroz;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Li?ge;;;Neupr?;NEUVILLE-EN-CONDROZ
4122;0;62121B;3000;60000;62000;62121;BEL;FR;Plainevaux;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Li?ge;;;Neupr?;PLAINEVAUX
4130;0;62032A;3000;60000;62000;62032;BEL;FR;Esneux;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Li?ge;;;Esneux;ESNEUX
4140;0;62100A;3000;60000;62000;62100;BEL;FR;Sprimont;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Li?ge;;;Sprimont;SPRIMONT
4141;0;62100B;3000;60000;62000;62100;BEL;FR;Louveign?;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Li?ge;;;Sprimont;LOUVEIGNE
4160;0;61079A;3000;60000;61000;61079;BEL;FR;Anthisnes;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Huy;;;Anthisnes;ANTHISNES
4161;0;61079D;3000;60000;61000;61079;BEL;FR;Villers-aux-Tours;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Huy;;;Anthisnes;VILLERS-AUX-TOURS
4162;0;61079B;3000;60000;61000;61079;BEL;FR;Hody;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Huy;;;Anthisnes;HODY
4163;0;61079C;3000;60000;61000;61079;BEL;FR;Tavier;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Huy;;;Anthisnes;TAVIER
4170;0;62026A;3000;60000;62000;62026;BEL;FR;Comblain-au-Pont;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Li?ge;;;Comblain-au-Pont;COMBLAIN-AU-PONT
4171;0;62026B;3000;60000;62000;62026;BEL;FR;Poulseur;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Li?ge;;;Comblain-au-Pont;POULSEUR
4180;0;61024A;3000;60000;61000;61024;BEL;FR;Hamoir;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Huy;;;Hamoir;HAMOIR
4181;0;61024C;3000;60000;61000;61024;BEL;FR;Filot;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Huy;;;Hamoir;FILOT
4190;0;61019A;3000;60000;61000;61019;BEL;FR;Ferri?res;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Huy;;;Ferri?res;FERRIERES
4210;0;61010C;3000;60000;61000;61010;BEL;FR;Lamontz?e;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Huy;;;Burdinne;LAMONTZEE
4217;0;61028A;3000;60000;61000;61028;BEL;FR;H?ron;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Huy;;;H?ron;HERON
4218;0;61028C;3000;60000;61000;61028;BEL;FR;Couthuin;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Huy;;;H?ron;COUTHUIN
4219;0;64075C;3000;60000;64000;64075;BEL;FR;Meeffe;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Waremme;;;Wasseiges;MEEFFE
4250;0;64029A;3000;60000;64000;64029;BEL;FR;Geer;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Waremme;;;Geer;GEER
4252;0;64029E;3000;60000;64000;64029;BEL;FR;Omal;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Waremme;;;Geer;OMAL
4253;0;64029D;3000;60000;64000;64029;BEL;FR;Darion;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Waremme;;;Geer;DARION
4254;0;64029F;3000;60000;64000;64029;BEL;FR;Ligney;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Waremme;;;Geer;LIGNEY
4257;0;64008C;3000;60000;64000;64008;BEL;FR;Corswarem;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Waremme;;;Berloz;CORSWAREM
4260;0;64015F;3000;60000;64000;64015;BEL;FR;Ville-en-Hesbaye;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Waremme;;;Braives;VILLE-EN-HESBAYE
4260;0;64015D;3000;60000;64000;64015;BEL;FR;Fallais;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Waremme;;;Braives;FALLAIS
4261;0;64015C;3000;60000;64000;64015;BEL;FR;Latinne;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Waremme;;;Braives;LATINNE
4263;0;64015B;3000;60000;64000;64015;BEL;FR;Tourinne;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Waremme;;;Braives;TOURINNE
4280;0;64034A;3000;60000;64000;64034;BEL;FR;Hannut;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Waremme;;;Hannut;HANNUT
4287;0;64047A;3000;60000;64000;64047;BEL;FR;Lincent;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Waremme;;;Lincent;LINCENT
4300;0;64074A;3000;60000;64000;64074;BEL;FR;Waremme;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Waremme;;;Waremme;WAREMME
4317;0;64076A;3000;60000;64000;64076;BEL;FR;Celles;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Waremme;;;Faimes;CELLES
4340;0;62006D;3000;60000;62000;62006;BEL;FR;Villers-l'?v?que;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Li?ge;;;Awans;VILLERS-L'EVEQUE
4342;0;62006C;3000;60000;62000;62006;BEL;FR;Hognoul;;;Wallonische Region;Waals Gewest;R?gion wallonne;L?ttich;;Li?ge;;;Li?ge;;;Awans;HOGNOUL
